,utt,관광지 추천,날씨 묻기,맛집 추천,숙소 추천,인사,카페 추천,활동 추천
1426,부산 음 가까운 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
254,있잖아 부산 맛집 부탁드려요,0,0,1,0,0,0,0
2812,부산 웨이팅 없는 곳 어 추천해주세요,0,0,1,0,0,0,0
2501,부산 주차하기 편한 곳 알려줄 수 아 있나요?,0,0,1,0,0,0,0
636,부산 뷰가 좋은 숙소 알려주세요,0,0,0,1,0,0,0
1720,음 부산 친구랑 놀기 좋은 곳 부탁드려요,1,0,0,0,0,0,0
3697,저기 부산 가까운 카페 부탁드려요,0,0,0,0,0,1,0
3378,부산 음 재미있는 거 추천해 주실 수 있나요?,0,0,0,0,0,0,1
982,부산 주차공간이 넓은 숙소 어 추천 좀,0,0,0,1,0,0,0
1163,근데 부산 음료 맛있는 카페 알려줘,0,0,0,0,0,1,0
1911,부산 분위기 있는 곳 알려줄 아 수 있나요?,0,0,1,0,0,0,0
1707,부산 조용한 곳 알려줄 있잖아 수 있나요?,0,0,1,0,0,0,0
902,부산 흠 조용한 곳 어디야?,0,0,1,0,0,0,0
28,부산 관광지 추천해 주실 수 있나요?,1,0,0,0,0,0,0
268,부산 맛집 흠 추천해주세요,0,0,1,0,0,0,0
1698,부산 분위기 있는 곳 혹시 알려줄 수 있나요?,0,0,1,0,0,0,0
123,부산 날씨 있잖아 추천해주세요,0,1,0,0,0,0,0
772,부산 음료 맛있는 카페,0,0,0,0,0,1,0
1768,부산 분위기 있는 곳 음 부탁해,0,0,1,0,0,0,0
1895,부산 데이트하기 좋은 곳 근데 알려주세요,0,0,1,0,0,0,0
3248,부산 친구랑 할만한 것 흠 알려줘,0,0,0,0,0,0,1
3336,부산 음 친구랑 할만한 것 추천해줘,0,0,0,0,0,0,1
1271,부산 추위 혹시 부탁할게,0,1,0,0,0,0,0
1687,어 부산 가까운 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
1488,부산 감성적인 곳 흠 부탁드려요,0,0,1,0,0,0,0
986,부산 친절한 숙소 추천 음 좀,0,0,0,1,0,0,0
1608,부산 친구랑 놀기 좋은 곳 저기 추천해주세요,1,0,0,0,0,0,0
1899,근데 부산 감성적인 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
2941,아 부산 맛있는 곳 추천해줘,0,0,1,0,0,0,0
813,부산 전망 좋은 카페 부탁할게,0,0,0,0,0,1,0
1504,음 부산 데이트하기 좋은 곳 부탁해,0,0,1,0,0,0,0
3364,부산 신기한 체험 저기 추천해주세요,0,0,0,0,0,0,1
1540,부산 어 가까운 곳 부탁할게,0,0,1,0,0,0,0
761,부산 친구랑 할만한 것 추천해주세요,0,0,0,0,0,0,1
1545,부산 어 부모님과 가기 좋은 곳 부탁할게,0,0,1,0,0,0,0
2297,근데 부산 주위가 조용한 숙소 알려줘,0,0,0,1,0,0,0
3071,부산은 조용한 곳 근데 좋아?,0,0,1,0,0,0,0
574,부산 주차하기 편한 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
2084,있잖아 부산 친절한 숙소 알려줄 수 있나요?,0,0,0,1,0,0,0
3317,부산 일일 체험 있잖아 부탁할게,0,0,0,0,0,0,1
2360,부산 근데 주위가 조용한 숙소 부탁할게,0,0,0,1,0,0,0
1678,부산 가까운 곳 어 알려주세요,0,0,1,0,0,0,0
720,부산 유명한 거 알려줄 수 있나요?,0,0,0,0,0,0,1
1395,저기 부산 데이트하기 좋은 곳 알려주세요,0,0,1,0,0,0,0
2320,부산 음 분위기 있는 숙소 부탁드려요,0,0,0,1,0,0,0
2577,혹시 부산 분위기 있는 곳 부탁할게,0,0,1,0,0,0,0
255,부산 아 맛집 부탁드려요,0,0,1,0,0,0,0
1873,부산 흠 예쁜 곳,0,0,1,0,0,0,0
3225,부산 유명한 거 알려줄 수 있잖아 있나요?,0,0,0,0,0,0,1
2874,음 부산 조용한 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
2899,부산 혹시 조용한 곳 알려줘,0,0,1,0,0,0,0
2735,흠 부산 데이트하기 좋은 곳 알려줘,0,0,1,0,0,0,0
2539,부산 아 맛있는 곳 부탁드려요,0,0,1,0,0,0,0
107,부산 날씨 알려줄 음 수 있나요?,0,1,0,0,0,0,0
1736,부산 혹시 부모님과 가기 좋은 곳 부탁드려요,0,0,1,0,0,0,0
2470,흠 부산 가까운 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
2890,부산 혹시 분위기 있는 곳 알려줘,0,0,1,0,0,0,0
3398,부산 신기한 체험 추천해 주실 수 음 있나요?,0,0,0,0,0,0,1
126,부산 날씨 근데 알려주세요,0,1,0,0,0,0,0
3516,아 부산 디저트 많은 곳 부탁해,0,0,0,0,0,1,0
2274,부산 분위기 있는 숙소 아 알려주세요,0,0,0,1,0,0,0
3659,부산 음료 맛있는 카페 흠 알려줄 수 있나요?,0,0,0,0,0,1,0
1162,근데 부산 디저트 많은 곳 알려줘,0,0,0,0,0,1,0
1929,부산 예쁜 곳 있잖아 알려줘,0,0,1,0,0,0,0
2850,어 부산 조용한 곳,0,0,1,0,0,0,0
1684,부산 조용한 곳 어 알려주세요,0,0,1,0,0,0,0
925,부산 저기 친구랑 놀기 좋은 곳 추천해줘,1,0,0,0,0,0,0
2315,부산 음 깨끗한 숙소 부탁드려요,0,0,0,1,0,0,0
3652,부산 근데 커피 전문점 알려줄 수 있나요?,0,0,0,0,0,1,0
2383,부산 어 분위기 있는 숙소 추천해줘,0,0,0,1,0,0,0
1550,부산 가까운 곳 어 부탁할게,0,0,1,0,0,0,0
382,혹시 부산 활동 추천해줘,0,0,0,0,0,0,1
75,부산 관광지 혹시 어디야?,1,0,0,0,0,0,0
876,부산 가까운 곳 근데 알려줘,0,0,1,0,0,0,0
2796,혹시 부산 분위기 있는 곳 추천해주세요,0,0,1,0,0,0,0
1885,근데 부산 데이트하기 좋은 곳 알려주세요,0,0,1,0,0,0,0
3672,부산 전망 좋은 카페 알려줄 수 혹시 있나요?,0,0,0,0,0,1,0
829,음 부산 밖에 어때?,0,1,0,0,0,0,0
790,부산 분위기 있는 카페 알려줄 수 있나요?,0,0,0,0,0,1,0
2336,부산 어 깨끗한 숙소 부탁해,0,0,0,1,0,0,0
929,부산 저기 주차하기 편한 곳 추천해줘,0,0,1,0,0,0,0
1897,부산 조용한 곳 근데 알려주세요,0,0,1,0,0,0,0
188,음 부산 관광지 부탁드려요,1,0,0,0,0,0,0
3635,부산 아 음료 맛있는 카페 알려주세요,0,0,0,0,0,1,0
329,부산 맛집 추천해 주실 아 수 있나요?,0,0,1,0,0,0,0
1006,부산 어 가까운 곳 알려줘,0,0,1,0,0,0,0
89,어 반가워,0,0,0,0,1,0,0
3607,부산 가까운 카페 추천해 어 주실 수 있나요?,0,0,0,0,0,1,0
2162,부산 주위가 조용한 숙소 아 부탁해,0,0,0,1,0,0,0
1536,흠 부산 조용한 곳 부탁할게,0,0,1,0,0,0,0
1708,근데 부산 분위기 있는 곳 알려줘,0,0,1,0,0,0,0
1891,부산 가까운 곳 근데 알려주세요,0,0,1,0,0,0,0
297,부산 아 맛집 추천해주세요,0,0,1,0,0,0,0
3113,부산은 감성적인 곳 있잖아 좋아?,0,0,1,0,0,0,0
2715,부산 예쁜 곳 알려줄 어 수 있나요?,0,0,1,0,0,0,0
442,부산 주차하기 편한 곳 알려줘,0,0,1,0,0,0,0
72,부산 관광지 근데 알려줘,1,0,0,0,0,0,0
2377,음 부산 뷰가 좋은 숙소 추천해줘,0,0,0,1,0,0,0
2927,있잖아 부산 친절한 곳 부탁해,0,0,1,0,0,0,0
457,부산 감성적인 곳 추천해줘,0,0,1,0,0,0,0
1196,부산 음 밖에 알려주세요,0,1,0,0,0,0,0
3357,부산 아 일일 체험 추천해주세요,0,0,0,0,0,0,1
589,부산 친구랑 놀기 좋은 곳 부탁해,1,0,0,0,0,0,0
3489,부산 가까운 카페 저기 알려줘,0,0,0,0,0,1,0
1017,부산 가까운 곳 음 알려줘,0,0,1,0,0,0,0
1201,부산 온도 혹시 알려주세요,0,1,0,0,0,0,0
2614,흠 부산 친절한 곳 추천해주세요,0,0,1,0,0,0,0
3432,부산 근데 메뉴가 다양한 카페 알려주세요,0,0,0,0,0,1,0
83,부산 저기 맛집 추천해줘,0,0,1,0,0,0,0
3481,있잖아 부산 가까운 카페 알려줘,0,0,0,0,0,1,0
3196,음 부산 재미있는 거 알려줄 수 있나요?,0,0,0,0,0,0,1
301,부산 맛집 추천해 혹시 주실 수 있나요?,0,0,1,0,0,0,0
666,부산 친절한 숙소 추천해줘,0,0,0,1,0,0,0
973,부산 혹시 유명한 숙소 추천 좀,0,0,0,1,0,0,0
990,부산 분위기 있는 숙소 추천 음 좀,0,0,0,1,0,0,0
2596,부산 분위기 있는 곳 음 추천해줘,0,0,1,0,0,0,0
2852,흠 부산 친절한 곳 알려주세요,0,0,1,0,0,0,0
1626,부산 조용한 곳 음 추천해 주실 수 있나요?,0,0,1,0,0,0,0
3359,부산 아 유명한 거 추천해주세요,0,0,0,0,0,0,1
1268,부산 밖에 혹시 부탁할게,0,1,0,0,0,0,0
3131,아 부산은 조용한 곳 좋아?,0,0,1,0,0,0,0
393,부산 활동 추천해 주실 수 음 있나요?,0,0,0,0,0,0,1
397,부산 어 액티비티 알려주세요,0,0,0,0,0,0,1
1597,부산 흠 감성적인 곳 추천해주세요,0,0,1,0,0,0,0
3395,부산 유명한 거 추천해 주실 근데 수 있나요?,0,0,0,0,0,0,1
1578,부산 감성적인 곳 있잖아 추천해줘,0,0,1,0,0,0,0
3130,아 부산은 부모님과 가기 좋은 곳 좋아?,0,0,1,0,0,0,0
1329,아 부산 온도 부탁드려요,0,1,0,0,0,0,0
1105,부산은 가까운 곳 저기 좋아?,0,0,1,0,0,0,0
1167,근데 부산 가까운 카페 알려줘,0,0,0,0,0,1,0
955,부산 아 분위기 있는 숙소 알려줘,0,0,0,1,0,0,0
874,부산 감성적인 곳 근데 알려줘,0,0,1,0,0,0,0
3164,부산 흠 재미있는 거,0,0,0,0,0,0,1
808,부산 가까운 카페 부탁해,0,0,0,0,0,1,0
3375,부산 음 놀만한 것 추천해 주실 수 있나요?,0,0,0,0,0,0,1
1905,부산 흠 감성적인 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
1237,근데 부산 온도 부탁드려요,0,1,0,0,0,0,0
2730,흠 부산 감성적인 곳 알려줘,0,0,1,0,0,0,0
2168,아 부산 유명한 숙소 부탁할게,0,0,0,1,0,0,0
1603,부산 흠 데이트하기 좋은 곳 추천해주세요,0,0,1,0,0,0,0
1169,부산 아 디저트 맛있는 곳 알려줘,0,0,1,0,0,0,0
1496,부산 조용한 곳 흠 부탁드려요,0,0,1,0,0,0,0
1787,근데 부산 조용한 곳 부탁할게,0,0,1,0,0,0,0
2785,부산 아 가까운 곳 부탁할게,0,0,1,0,0,0,0
2753,어 부산 가까운 곳 부탁드려요,0,0,1,0,0,0,0
3498,부산 있잖아 커피 전문점 부탁드려요,0,0,0,0,0,1,0
1533,흠 부산 주차하기 편한 곳 부탁할게,0,0,1,0,0,0,0
700,부산 놀만한 것,0,0,0,0,0,0,1
1673,부산 있잖아 부모님과 가기 좋은 곳 알려주세요,0,0,1,0,0,0,0
1631,부산 가까운 곳 추천해 주실 근데 수 있나요?,0,0,1,0,0,0,0
839,부산 더위 흠 어때?,0,1,0,0,0,0,0
1065,부산 혹시 예쁜 곳 어디야?,0,0,1,0,0,0,0
3126,아 부산은 웨이팅 없는 곳 좋아?,0,0,1,0,0,0,0
588,부산 감성적인 곳 부탁해,0,0,1,0,0,0,0
1937,부산 음 가까운 곳 부탁드려요,0,0,1,0,0,0,0
1028,음 부산 가까운 곳 추천해줘,0,0,1,0,0,0,0
1596,부산 흠 분위기 있는 곳 추천해주세요,0,0,1,0,0,0,0
1737,부산 혹시 조용한 곳 부탁드려요,0,0,1,0,0,0,0
205,부산 관광지 추천해 주실 있잖아 수 있나요?,1,0,0,0,0,0,0
2610,흠 부산 웨이팅 없는 곳 추천해주세요,0,0,1,0,0,0,0
3084,부산은 저기 친구랑 놀기 좋은 곳 좋아?,1,0,0,0,0,0,0
1836,부산 부모님과 가기 좋은 곳 음 추천해주세요,0,0,1,0,0,0,0
996,있잖아 부산 웨이팅 없는 곳 알려줘,0,0,1,0,0,0,0
1078,부산 데이트하기 좋은 곳 있잖아 어디야?,0,0,1,0,0,0,0
2429,부산 아 주차하기 편한 곳,0,0,1,0,0,0,0
3086,부산은 저기 웨이팅 없는 곳 좋아?,0,0,1,0,0,0,0
1159,부산 가까운 카페 아 추천해줘,0,0,0,0,0,1,0
1281,부산 온도 있잖아 추천해주세요,0,1,0,0,0,0,0
291,부산 있잖아 맛집 부탁해,0,0,1,0,0,0,0
540,부산 밖에 부탁할게,0,1,0,0,0,0,0
1171,부산 아 음료 맛있는 카페 알려줘,0,0,0,0,0,1,0
799,부산 메뉴가 다양한 카페 부탁드려요,0,0,0,0,0,1,0
12,부산 액티비티 알려줘,0,0,0,0,0,0,1
1870,부산 흠 친구랑 놀기 좋은 곳,1,0,0,0,0,0,0
2225,부산 주위가 조용한 숙소 있잖아 추천해주세요,0,0,0,1,0,0,0
267,부산 근데 맛집 추천해주세요,0,0,1,0,0,0,0
60,부산 액티비티 부탁할게,0,0,0,0,0,0,1
165,부산 관광지 어 부탁할게,1,0,0,0,0,0,0
464,부산 부모님과 가기 좋은 곳 추천해줘,0,0,1,0,0,0,0
2671,어 부산 조용한 곳 알려주세요,0,0,1,0,0,0,0
1217,부산 온도 알려줄 음 수 있나요?,0,1,0,0,0,0,0
2707,부산 주차하기 편한 곳 아 알려줄 수 있나요?,0,0,1,0,0,0,0
4,부산 놀만한곳 추천해줘,1,0,0,0,0,0,0
2558,흠 부산 주차하기 편한 곳 부탁해,0,0,1,0,0,0,0
587,부산 분위기 있는 곳 부탁해,0,0,1,0,0,0,0
535,부산 추위 부탁드려요,0,1,0,0,0,0,0
2456,부산 맛있는 곳 혹시 알려주세요,0,0,1,0,0,0,0
330,부산 맛집 추천해 주실 수 있잖아 있나요?,0,0,1,0,0,0,0
719,부산 재미있는 거 알려줄 수 있나요?,0,0,0,0,0,0,1
1903,근데 부산 조용한 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
846,부산 음 온도 알려줘,0,1,0,0,0,0,0
2068,혹시 부산 뷰가 좋은 숙소 알려주세요,0,0,0,1,0,0,0
1299,아 부산 추위 알려줄 수 있나요?,0,1,0,0,0,0,0
3763,부산 디저트 맛있는 곳 저기 추천해주세요,0,0,1,0,0,0,0
1956,있잖아 부산 친구랑 놀기 좋은 곳 부탁할게,1,0,0,0,0,0,0
1958,있잖아 부산 웨이팅 없는 곳 부탁할게,0,0,1,0,0,0,0
3263,부산 흠 유명한 거 부탁드려요,0,0,0,0,0,0,1
2475,흠 부산 조용한 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
3001,부산은 혹시 조용한 곳 좋아?,0,0,1,0,0,0,0
2544,부산 아 예쁜 곳 부탁드려요,0,0,1,0,0,0,0
2472,흠 부산 예쁜 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
1035,음 부산 조용한 곳 추천해줘,0,0,1,0,0,0,0
3571,부산 저기 디저트 맛있는 곳 추천해줘,0,0,1,0,0,0,0
3592,부산 아 메뉴가 다양한 카페 추천해주세요,0,0,0,0,0,1,0
953,부산 아 주위가 조용한 숙소 알려줘,0,0,0,1,0,0,0
2630,부산 감성적인 곳 흠 추천해주세요,0,0,1,0,0,0,0
1735,부산 혹시 데이트하기 좋은 곳 부탁드려요,0,0,1,0,0,0,0
2395,부산 음 주위가 조용한 숙소 추천해주세요,0,0,0,1,0,0,0
3650,근데 부산 전망 좋은 카페 알려줄 수 있나요?,0,0,0,0,0,1,0
1128,부산 체험할 것 근데 추천해줘,0,0,0,0,0,0,1
2387,저기 부산 유명한 숙소 추천해주세요,0,0,0,1,0,0,0
1893,부산 예쁜 곳 근데 알려주세요,0,0,1,0,0,0,0
895,부산 흠 친구랑 놀기 좋은 곳 어디야?,1,0,0,0,0,0,0
2193,어 부산 뷰가 좋은 숙소 추천해줘,0,0,0,1,0,0,0
2769,저기 부산 웨이팅 없는 곳 부탁해,0,0,1,0,0,0,0
3500,부산 있잖아 디저트 많은 곳 부탁드려요,0,0,0,0,0,1,0
3070,부산은 부모님과 가기 좋은 곳 근데 좋아?,0,0,1,0,0,0,0
1559,있잖아 부산 친구랑 놀기 좋은 곳 추천해줘,1,0,0,0,0,0,0
1047,부산 부모님과 가기 좋은 곳 저기 추천해줘,0,0,1,0,0,0,0
3415,부산 음 분위기 있는 카페,0,0,0,0,0,1,0
2657,혹시 부산 맛있는 곳,0,0,1,0,0,0,0
730,부산 가족과 할만한 것 알려줘,0,0,0,0,0,0,1
3283,부산 음 놀만한 것 부탁해,0,0,0,0,0,0,1
2293,부산 뷰가 좋은 숙소 알려줄 수 흠 있나요?,0,0,0,1,0,0,0
1189,부산 있잖아 온도,0,1,0,0,0,0,0
1195,저기 부산 추위 알려주세요,0,1,0,0,0,0,0
1194,저기 부산 더위 알려주세요,0,1,0,0,0,0,0
305,흠 부산 맛집 알려주세요,0,0,1,0,0,0,0
3473,부산 가까운 카페 알려줄 수 아 있나요?,0,0,0,0,0,1,0
1520,부산 가까운 곳 저기 부탁해,0,0,1,0,0,0,0
3152,저기 부산 체험할 것,0,0,0,0,0,0,1
702,부산 일일 체험,0,0,0,0,0,0,1
1453,부산 흠 주차하기 편한 곳 알려줘,0,0,1,0,0,0,0
2662,어 부산 분위기 있는 곳 알려주세요,0,0,1,0,0,0,0
2879,부산 감성적인 곳 근데 알려줄 수 있나요?,0,0,1,0,0,0,0
2039,부산 가까운 곳 어 추천해 주실 수 있나요?,0,0,1,0,0,0,0
3772,부산 커피 전문점 추천해 주실 음 수 있나요?,0,0,0,0,0,1,0
58,부산 액티비티 부탁드려요,0,0,0,0,0,0,1
710,부산 일일 체험 알려주세요,0,0,0,0,0,0,1
3445,아 부산 음료 맛있는 카페 알려줄 수 있나요?,0,0,0,0,0,1,0
462,부산 주차하기 편한 곳 추천해줘,0,0,1,0,0,0,0
1255,부산 저기 추위 부탁해,0,1,0,0,0,0,0
50,부산 활동 부탁드려요,0,0,0,0,0,0,1
845,부산 음 밖에 알려줘,0,1,0,0,0,0,0
2751,어 부산 분위기 있는 곳 부탁드려요,0,0,1,0,0,0,0
306,부산 근데 맛집 알려주세요,0,0,1,0,0,0,0
1535,흠 부산 부모님과 가기 좋은 곳 부탁할게,0,0,1,0,0,0,0
65,부산 아 날씨 어때?,0,1,0,0,0,0,0
3097,어 부산은 예쁜 곳 좋아?,0,0,1,0,0,0,0
3575,부산 저기 분위기 있는 카페 추천해줘,0,0,0,0,0,1,0
2936,부산 혹시 친절한 곳 부탁해,0,0,1,0,0,0,0
3566,저기 부산 전망 좋은 카페 추천해줘,0,0,0,0,0,1,0
195,부산 혹시 관광지 부탁할게,1,0,0,0,0,0,0
3052,부산은 어 분위기 있는 곳 좋아?,0,0,1,0,0,0,0
3757,부산 혹시 음료 맛있는 카페 추천해주세요,0,0,0,0,0,1,0
1796,부산 혹시 부모님과 가기 좋은 곳 부탁할게,0,0,1,0,0,0,0
2876,부산 흠 친절한 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
2569,부산 웨이팅 없는 곳 근데 부탁해,0,0,1,0,0,0,0
2011,아 부산 데이트하기 좋은 곳 추천해주세요,0,0,1,0,0,0,0
2940,부산 근데 친절한 곳 부탁할게,0,0,1,0,0,0,0
1373,흠 부산 예쁜 곳,0,0,1,0,0,0,0
2318,부산 음 주위가 조용한 숙소 부탁드려요,0,0,0,1,0,0,0
791,부산 메뉴가 다양한 카페 알려줄 수 있나요?,0,0,0,0,0,1,0
3537,부산 가까운 카페 흠 부탁해,0,0,0,0,0,1,0
2600,부산 예쁜 곳 음 추천해줘,0,0,1,0,0,0,0
3452,부산 어 음료 맛있는 카페 알려줄 수 있나요?,0,0,0,0,0,1,0
1387,부산 저기 조용한 곳,0,0,1,0,0,0,0
1863,아 부산 예쁜 곳,0,0,1,0,0,0,0
3519,아 부산 분위기 있는 카페 부탁해,0,0,0,0,0,1,0
2312,혹시 부산 주차공간이 넓은 숙소 부탁드려요,0,0,0,1,0,0,0
1973,부산 근데 조용한 곳 부탁할게,0,0,1,0,0,0,0
1846,부산 감성적인 곳 흠 추천해 주실 수 있나요?,0,0,1,0,0,0,0
2454,부산 어 부모님과 가기 좋은 곳 알려주세요,0,0,1,0,0,0,0
2113,부산 있잖아 주위가 조용한 숙소 알려줘,0,0,0,1,0,0,0
1994,부산 분위기 있는 곳 흠 추천해줘,0,0,1,0,0,0,0
473,부산 깨끗한 숙소 추천 좀,0,0,0,1,0,0,0
2064,혹시 부산 유명한 숙소 알려주세요,0,0,0,1,0,0,0
2782,부산 아 맛있는 곳 부탁할게,0,0,1,0,0,0,0
3724,혹시 부산 디저트 많은 곳 부탁할게,0,0,0,0,0,1,0
893,부산 흠 분위기 있는 곳 어디야?,0,0,1,0,0,0,0
3297,부산 가족과 할만한 것 혹시 부탁해,0,0,0,0,0,0,1
1045,부산 데이트하기 좋은 곳 저기 추천해줘,0,0,1,0,0,0,0
3290,부산 체험할 것 혹시 부탁해,0,0,0,0,0,0,1
407,저기 부산 액티비티 부탁드려요,0,0,0,0,0,0,1
137,흠 부산 날씨 부탁해,0,1,0,0,0,0,0
3484,부산 디저트 많은 곳 저기 알려줘,0,0,0,0,0,1,0
773,부산 전망 좋은 카페,0,0,0,0,0,1,0
1457,부산 분위기 있는 곳 아 알려줘,0,0,1,0,0,0,0
1783,근데 부산 예쁜 곳 부탁할게,0,0,1,0,0,0,0
984,부산 뷰가 좋은 숙소 어 추천 좀,0,0,0,1,0,0,0
2650,부산 감성적인 곳 추천해 흠 주실 수 있나요?,0,0,1,0,0,0,0
516,부산 전망 좋은 카페 알려줘,0,0,0,0,0,1,0
2741,부산 감성적인 곳 혹시 알려줘,0,0,1,0,0,0,0
3250,아 부산 체험할 것 부탁드려요,0,0,0,0,0,0,1
220,아 부산 놀만한곳 부탁드려요,1,0,0,0,0,0,0
3506,부산 커피 전문점 근데 부탁드려요,0,0,0,0,0,1,0
3085,부산은 저기 가까운 곳 좋아?,0,0,1,0,0,0,0
2325,부산 주위가 조용한 숙소 근데 부탁드려요,0,0,0,1,0,0,0
2904,흠 부산 감성적인 곳 부탁드려요,0,0,1,0,0,0,0
2059,부산 저기 주차공간이 넓은 숙소,0,0,0,1,0,0,0
701,부산 신기한 체험,0,0,0,0,0,0,1
3169,혹시 부산 놀만한 것 알려주세요,0,0,0,0,0,0,1
1641,혹시 부산 주차하기 편한 곳,0,0,1,0,0,0,0
3589,부산 아 음료 맛있는 카페 추천해주세요,0,0,0,0,0,1,0
2170,아 부산 주차공간이 넓은 숙소 부탁할게,0,0,0,1,0,0,0
282,부산 맛집 아 알려줄 수 있나요?,0,0,1,0,0,0,0
1156,부산 전망 좋은 카페 아 추천해줘,0,0,0,0,0,1,0
3337,부산 음 가족과 할만한 것 추천해줘,0,0,0,0,0,0,1
1670,부산 있잖아 예쁜 곳 알려주세요,0,0,1,0,0,0,0
1010,부산 어 데이트하기 좋은 곳 알려줘,0,0,1,0,0,0,0
2263,부산 저기 친절한 숙소 알려주세요,0,0,0,1,0,0,0
3627,아 부산 음료 맛있는 카페 알려주세요,0,0,0,0,0,1,0
471,부산 분위기 있는 숙소 알려줘,0,0,0,1,0,0,0
771,부산 디저트 많은 곳,0,0,0,0,0,1,0
2420,근데 부산 친절한 곳,0,0,1,0,0,0,0
3093,어 부산은 감성적인 곳 좋아?,0,0,1,0,0,0,0
1456,부산 흠 조용한 곳 알려줘,0,0,1,0,0,0,0
415,부산 액티비티 음 부탁할게,0,0,0,0,0,0,1
3727,혹시 부산 분위기 있는 카페 부탁할게,0,0,0,0,0,1,0
1668,부산 있잖아 가까운 곳 알려주세요,0,0,1,0,0,0,0
2349,부산 뷰가 좋은 숙소 어 부탁해,0,0,0,1,0,0,0
3485,부산 음료 맛있는 카페 저기 알려줘,0,0,0,0,0,1,0
3648,근데 부산 커피 전문점 알려줄 수 있나요?,0,0,0,0,0,1,0
544,부산 밖에 추천해주세요,0,1,0,0,0,0,0
3116,부산은 웨이팅 없는 곳 있잖아 좋아?,0,0,1,0,0,0,0
3004,부산은 친구랑 놀기 좋은 곳 어 좋아?,1,0,0,0,0,0,0
1907,부산 흠 웨이팅 없는 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
1114,저기 부산 신기한 체험 추천해줘,0,0,0,0,0,0,1
1408,부산 분위기 있는 곳 있잖아 알려주세요,0,0,1,0,0,0,0
2175,부산 있잖아 유명한 숙소 부탁할게,0,0,0,1,0,0,0
1802,부산 웨이팅 없는 곳 아 부탁할게,0,0,1,0,0,0,0
2013,아 부산 조용한 곳 추천해주세요,0,0,1,0,0,0,0
613,부산 주차하기 편한 곳 추천해주세요,0,0,1,0,0,0,0
945,있잖아 부산 유명한 숙소 알려줘,0,0,0,1,0,0,0
3019,혹시 부산은 데이트하기 좋은 곳 좋아?,0,0,1,0,0,0,0
1247,부산 추위 아 부탁드려요,0,1,0,0,0,0,0
1999,부산 예쁜 곳 흠 추천해줘,0,0,1,0,0,0,0
3416,부산 음 메뉴가 다양한 카페,0,0,0,0,0,1,0
180,흠 부산 관광지 알려주세요,1,0,0,0,0,0,0
1549,부산 친구랑 놀기 좋은 곳 어 부탁할게,1,0,0,0,0,0,0
3262,부산 흠 재미있는 거 부탁드려요,0,0,0,0,0,0,1
616,부산 조용한 곳 추천해주세요,0,0,1,0,0,0,0
